"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"3515509";"Fernandópolis (SP)";"2790708"
"3515608";"Fernando Prestes (SP)";"281662"
"3515657";"Fernão (SP)";"102634"
"3515707";"Ferraz de Vasconcelos (SP)";"5523981"
"3515806";"Flora Rica (SP)";"65665"
"3515905";"Floreal (SP)";"131171"
"3516002";"Flórida Paulista (SP)";"361684"
"3516101";"Florínea (SP)";"216161"
"3516200";"Franca (SP)";"14375667"
"3516309";"Francisco Morato (SP)";"2237469"
"3516408";"Franco da Rocha (SP)";"5438089"
"3516507";"Gabriel Monteiro (SP)";"123956"
"3516606";"Gália (SP)";"220849"
"3516705";"Garça (SP)";"1893766"
"3516804";"Gastão Vidigal (SP)";"101942"
"3516853";"Gavião Peixoto (SP)";"1735633"
"3516903";"General Salgado (SP)";"348923"
"3517000";"Getulina (SP)";"272841"
"3517109";"Glicério (SP)";"188392"
"3517208";"Guaiçara (SP)";"310852"
"3517307";"Guaimbê (SP)";"593772"
"3517406";"Guaíra (SP)";"3233958"
"3517505";"Guapiaçu (SP)";"1134077"
"3517604";"Guapiara (SP)";"585182"
"3517703";"Guará (SP)";"854715"
"3517802";"Guaraçaí (SP)";"374454"
"3517901";"Guaraci (SP)";"660486"
"3518008";"Guarani d'Oeste (SP)";"48665"
"3518107";"Guarantã (SP)";"312045"
"3518206";"Guararapes (SP)";"1718488"
"3518305";"Guararema (SP)";"2034663"
"3518404";"Guaratinguetá (SP)";"8369821"
"3518503";"Guareí (SP)";"386201"
"3518602";"Guariba (SP)";"1517994"
"3518701";"Guarujá (SP)";"11536359"
"3518800";"Guarulhos (SP)";"97557674"
"3518859";"Guatapará (SP)";"353798"
"3518909";"Guzolândia (SP)";"120156"
"3519006";"Herculândia (SP)";"552689"
"3519055";"Holambra (SP)";"1806633"
"3519071";"Hortolândia (SP)";"22163924"
"3519105";"Iacanga (SP)";"687530"
"3519204";"Iacri (SP)";"372134"
"3519253";"Iaras (SP)";"326007"
"3519303";"Ibaté (SP)";"1516837"
"3519402";"Ibirá (SP)";"418178"
"3519501";"Ibirarema (SP)";"331387"
"3519600";"Ibitinga (SP)";"2528835"
"3519709";"Ibiúna (SP)";"3023501"
"3519808";"Icém (SP)";"263932"
"3519907";"Iepê (SP)";"503732"
"3520004";"Igaraçu do Tietê (SP)";"477976"
"3520103";"Igarapava (SP)";"1422122"
"3520202";"Igaratá (SP)";"353163"
"3520301";"Iguape (SP)";"1896850"
"3520400";"Ilhabela (SP)";"14830715"
"3520426";"Ilha Comprida (SP)";"2802536"
"3520442";"Ilha Solteira (SP)";"917732"
"3520509";"Indaiatuba (SP)";"28264863"
"3520608";"Indiana (SP)";"99886"
"3520707";"Indiaporã (SP)";"167087"
"3520806";"Inúbia Paulista (SP)";"176723"
"3520905";"Ipaussu (SP)";"678118"
"3521002";"Iperó (SP)";"1291003"
"3521101";"Ipeúna (SP)";"1055776"
"3521150";"Ipiguá (SP)";"173091"
"3521200";"Iporanga (SP)";"70829"
"3521309";"Ipuã (SP)";"589810"
"3521408";"Iracemápolis (SP)";"2403778"
"3521507";"Irapuã (SP)";"282416"
"3521606";"Irapuru (SP)";"142422"
"3521705";"Itaberá (SP)";"1058159"
"3521804";"Itaí (SP)";"1082752"
"3521903";"Itajobi (SP)";"1278534"
"3522000";"Itaju (SP)";"308305"
"3522109";"Itanhaém (SP)";"2956406"
"3522158";"Itaoca (SP)";"67982"
"3522208";"Itapecerica da Serra (SP)";"6215134"
"3522307";"Itapetininga (SP)";"7962802"
"3522406";"Itapeva (SP)";"4558512"
"3522505";"Itapevi (SP)";"15615097"
"3522604";"Itapira (SP)";"6365974"
"3522653";"Itapirapuã Paulista (SP)";"77308"
"3522703";"Itápolis (SP)";"2524858"
"3522802";"Itaporanga (SP)";"408307"
"3522901";"Itapuí (SP)";"1311338"
"3523008";"Itapura (SP)";"209349"
"3523107";"Itaquaquecetuba (SP)";"11979260"
"3523206";"Itararé (SP)";"1406445"
"3523305";"Itariri (SP)";"400627"
"3523404";"Itatiba (SP)";"10327467"
"3523503";"Itatinga (SP)";"601161"
"3523602";"Itirapina (SP)";"1570273"
"3523701";"Itirapuã (SP)";"190876"
"3523800";"Itobi (SP)";"251138"
"3523909";"Itu (SP)";"14012530"
"3524006";"Itupeva (SP)";"10529260"
"3524105";"Ituverava (SP)";"2218625"
"3524204";"Jaborandi (SP)";"247095"
"3524303";"Jaboticabal (SP)";"4156253"
"3524402";"Jacareí (SP)";"19692996"
"3524501";"Jaci (SP)";"880800"
"3524600";"Jacupiranga (SP)";"698901"
"3524709";"Jaguariúna (SP)";"14680878"
"3524808";"Jales (SP)";"2590208"
"3524907";"Jambeiro (SP)";"461642"
"3525003";"Jandira (SP)";"5547107"
"3525102";"Jardinópolis (SP)";"2398612"
"3525201";"Jarinu (SP)";"3546444"
"3525300";"Jaú (SP)";"6542933"
"3525409";"Jeriquara (SP)";"308789"
"3525508";"Joanópolis (SP)";"335737"
"3525607";"João Ramalho (SP)";"187000"
"3525706";"José Bonifácio (SP)";"1940540"
"3525805";"Júlio Mesquita (SP)";"82839"
"3525854";"Jumirim (SP)";"287951"
"3525904";"Jundiaí (SP)";"65418378"
"3526001";"Junqueirópolis (SP)";"940871"
"3526100";"Juquiá (SP)";"446418"
"3526209";"Juquitiba (SP)";"660665"
"3526308";"Lagoinha (SP)";"101411"
"3526407";"Laranjal Paulista (SP)";"1688979"
"3526506";"Lavínia (SP)";"262294"
"3526605";"Lavrinhas (SP)";"169896"
"3526704";"Leme (SP)";"4938512"
"3526803";"Lençóis Paulista (SP)";"6564648"
"3526902";"Limeira (SP)";"20876940"
"3527009";"Lindóia (SP)";"405308"
"3527108";"Lins (SP)";"8610363"
"3527207";"Lorena (SP)";"4501318"
"3527256";"Lourdes (SP)";"55440"
"3527306";"Louveira (SP)";"20154612"
"3527405";"Lucélia (SP)";"600068"
"3527504";"Lucianópolis (SP)";"138654"
"3527603";"Luís Antônio (SP)";"2385617"
"3527702";"Luiziânia (SP)";"117809"
"3527801";"Lupércio (SP)";"115244"
"3527900";"Lutécia (SP)";"135645"
"3528007";"Macatuba (SP)";"691847"
"3528106";"Macaubal (SP)";"245038"
"3528205";"Macedônia (SP)";"123750"
"3528304";"Magda (SP)";"168949"
"3528403";"Mairinque (SP)";"2923463"
"3528502";"Mairiporã (SP)";"2767181"
"3528601";"Manduri (SP)";"361118"
"3528700";"Marabá Paulista (SP)";"201668"
"3528809";"Maracaí (SP)";"1039676"
"3528858";"Marapoama (SP)";"163562"
"3528908";"Mariápolis (SP)";"90255"
"3529005";"Marília (SP)";"12507571"
"3529104";"Marinópolis (SP)";"56365"
"3529203";"Martinópolis (SP)";"949416"
"3529302";"Matão (SP)";"7646780"
"3529401";"Mauá (SP)";"25000732"
"3529500";"Mendonça (SP)";"593745"
"3529609";"Meridiano (SP)";"437548"
"3529658";"Mesópolis (SP)";"108331"
"3529708";"Miguelópolis (SP)";"1113098"
"3529807";"Mineiros do Tietê (SP)";"309941"
"3529906";"Miracatu (SP)";"560827"
"3530003";"Mira Estrela (SP)";"77240"
"3530102";"Mirandópolis (SP)";"978818"
"3530201";"Mirante do Paranapanema (SP)";"651108"
"3530300";"Mirassol (SP)";"3345888"
"3530409";"Mirassolândia (SP)";"378154"
"3530508";"Mococa (SP)";"4014553"
"3530607";"Mogi das Cruzes (SP)";"26072522"
"3530706";"Mogi Guaçu (SP)";"9433838"
"3530805";"Mogi Mirim (SP)";"8092719"
"3530904";"Mombuca (SP)";"179189"
"3531001";"Monções (SP)";"77881"
"3531100";"Mongaguá (SP)";"1535906"
"3531209";"Monte Alegre do Sul (SP)";"304555"
"3531308";"Monte Alto (SP)";"3062782"
"3531407";"Monte Aprazível (SP)";"1038560"
"3531506";"Monte Azul Paulista (SP)";"958014"
"3531605";"Monte Castelo (SP)";"161947"
"3531704";"Monteiro Lobato (SP)";"113891"
"3531803";"Monte Mor (SP)";"6049398"
"3531902";"Morro Agudo (SP)";"1980195"
"3532009";"Morungaba (SP)";"765641"
"3532058";"Motuca (SP)";"171027"
"3532108";"Murutinga do Sul (SP)";"113474"
"3532157";"Nantes (SP)";"189556"
"3532207";"Narandiba (SP)";"896057"
"3532306";"Natividade da Serra (SP)";"159425"
"3532405";"Nazaré Paulista (SP)";"595410"
"3532504";"Neves Paulista (SP)";"384592"
"3532603";"Nhandeara (SP)";"507862"
"3532702";"Nipoã (SP)";"146719"
"3532801";"Nova Aliança (SP)";"361490"
"3532827";"Nova Campina (SP)";"260753"
"3532843";"Nova Canaã Paulista (SP)";"57172"
"3532868";"Nova Castilho (SP)";"91228"
"3532900";"Nova Europa (SP)";"556400"
"3533007";"Nova Granada (SP)";"732341"
"3533106";"Nova Guataporanga (SP)";"47451"
"3533205";"Nova Independência (SP)";"285939"
"3533254";"Novais (SP)";"105507"
"3533304";"Nova Luzitânia (SP)";"70080"
"3533403";"Nova Odessa (SP)";"5613297"
"3533502";"Novo Horizonte (SP)";"2313783"
"3533601";"Nuporanga (SP)";"1235537"
"3533700";"Ocauçu (SP)";"163910"
"3533809";"Óleo (SP)";"143212"
"3533908";"Olímpia (SP)";"3569676"
"3534005";"Onda Verde (SP)";"370589"
"3534104";"Oriente (SP)";"194079"
"3534203";"Orindiúva (SP)";"830370"
"3534302";"Orlândia (SP)";"3247648"
"3534401";"Osasco (SP)";"119404053"
"3534500";"Oscar Bressane (SP)";"123399"
"3534609";"Osvaldo Cruz (SP)";"1615248"
"3534708";"Ourinhos (SP)";"4902762"
"3534757";"Ouroeste (SP)";"670735"
"3534807";"Ouro Verde (SP)";"186891"
"3534906";"Pacaembu (SP)";"285244"
"3535002";"Palestina (SP)";"603348"
"3535101";"Palmares Paulista (SP)";"209646"
"3535200";"Palmeira d'Oeste (SP)";"308864"
"3535309";"Palmital (SP)";"1405807"
"3535408";"Panorama (SP)";"397153"
"3535507";"Paraguaçu Paulista (SP)";"3133902"
"3535606";"Paraibuna (SP)";"408569"
"3535705";"Paraíso (SP)";"436076"
"3535804";"Paranapanema (SP)";"1222547"
"3535903";"Paranapuã (SP)";"160653"
"3536000";"Parapuã (SP)";"1150356"
"3536109";"Pardinho (SP)";"515971"
"3536208";"Pariquera-Açu (SP)";"753097"
"3536257";"Parisi (SP)";"67931"
"3536307";"Patrocínio Paulista (SP)";"1850012"
"3536406";"Paulicéia (SP)";"322394"
"3536505";"Paulínia (SP)";"67067300"
"3536570";"Paulistânia (SP)";"74506"
"3536604";"Paulo de Faria (SP)";"426146"
"3536703";"Pederneiras (SP)";"3840421"
"3536802";"Pedra Bela (SP)";"147569"
"3536901";"Pedranópolis (SP)";"116928"
"3537008";"Pedregulho (SP)";"1417488"
"3537107";"Pedreira (SP)";"1817292"
"3537156";"Pedrinhas Paulista (SP)";"177967"
"3537206";"Pedro de Toledo (SP)";"208399"
"3537305";"Penápolis (SP)";"2743180"
"3537404";"Pereira Barreto (SP)";"1495859"
"3537503";"Pereiras (SP)";"410463"
"3537602";"Peruíbe (SP)";"2366996"
"3537701";"Piacatu (SP)";"160075"
"3537800";"Piedade (SP)";"1839652"
"3537909";"Pilar do Sul (SP)";"1502794"
"3538006";"Pindamonhangaba (SP)";"13674680"
"3538105";"Pindorama (SP)";"733296"
"3538204";"Pinhalzinho (SP)";"416405"
"3538303";"Piquerobi (SP)";"100296"
"3538501";"Piquete (SP)";"227361"
"3538600";"Piracaia (SP)";"799449"
"3538709";"Piracicaba (SP)";"44351588"
"3538808";"Piraju (SP)";"1088629"
"3538907";"Pirajuí (SP)";"737809"
"3539004";"Pirangi (SP)";"535545"
"3539103";"Pirapora do Bom Jesus (SP)";"693314"
"3539202";"Pirapozinho (SP)";"1410928"
"3539301";"Pirassununga (SP)";"4304413"
"3539400";"Piratininga (SP)";"389655"
"3539509";"Pitangueiras (SP)";"1830160"
"3539608";"Planalto (SP)";"331487"
"3539707";"Platina (SP)";"160406"
"3539806";"Poá (SP)";"4610760"
"3539905";"Poloni (SP)";"199994"
"3540002";"Pompéia (SP)";"2509065"
"3540101";"Pongaí (SP)";"124380"
"3540200";"Pontal (SP)";"2153954"
"3540259";"Pontalinda (SP)";"131997"
"3540309";"Pontes Gestal (SP)";"152499"
"3540408";"Populina (SP)";"156037"
"3540507";"Porangaba (SP)";"309200"
"3540606";"Porto Feliz (SP)";"5067049"
"3540705";"Porto Ferreira (SP)";"3069355"
"3540754";"Potim (SP)";"355271"
"3540804";"Potirendaba (SP)";"1017223"
"3540853";"Pracinha (SP)";"44001"
"3540903";"Pradópolis (SP)";"1456796"
"3541000";"Praia Grande (SP)";"11396646"
"3541059";"Pratânia (SP)";"252655"
"3541109";"Presidente Alves (SP)";"112972"
"3541208";"Presidente Bernardes (SP)";"351783"
"3541307";"Presidente Epitácio (SP)";"1521762"
"3541406";"Presidente Prudente (SP)";"11617599"
"3541505";"Presidente Venceslau (SP)";"1096298"
"3541604";"Promissão (SP)";"3349681"
"3541653";"Quadra (SP)";"209960"
"3541703";"Quatá (SP)";"1087543"
"3541802";"Queiroz (SP)";"1095800"
"3541901";"Queluz (SP)";"481509"
"3542008";"Quintana (SP)";"371696"
"3542107";"Rafard (SP)";"594930"
"3542206";"Rancharia (SP)";"1999657"
"3542305";"Redenção da Serra (SP)";"122059"
"3542404";"Regente Feijó (SP)";"1293798"
"3542503";"Reginópolis (SP)";"270644"
"3542602";"Registro (SP)";"2931915"
"3542701";"Restinga (SP)";"311797"
"3542800";"Ribeira (SP)";"61922"
"3542909";"Ribeirão Bonito (SP)";"494054"
"3543006";"Ribeirão Branco (SP)";"640749"
"3543105";"Ribeirão Corrente (SP)";"282574"
"3543204";"Ribeirão do Sul (SP)";"326855"
"3543238";"Ribeirão dos Índios (SP)";"56509"
"3543253";"Ribeirão Grande (SP)";"127269"
"3543303";"Ribeirão Pires (SP)";"4853229"
"3543402";"Ribeirão Preto (SP)";"52306820"
"3543501";"Riversul (SP)";"119164"
"3543600";"Rifaina (SP)";"232911"
"3543709";"Rincão (SP)";"346937"
"3543808";"Rinópolis (SP)";"495680"
"3543907";"Rio Claro (SP)";"15427117"
"3544004";"Rio das Pedras (SP)";"2037526"
"3544103";"Rio Grande da Serra (SP)";"1166050"
"3544202";"Riolândia (SP)";"390635"
"3544251";"Rosana (SP)";"1542731"
"3544301";"Roseira (SP)";"450314"
"3544400";"Rubiácea (SP)";"88679"
"3544509";"Rubinéia (SP)";"196382"
"3544608";"Sabino (SP)";"183225"
"3544707";"Sagres (SP)";"72625"
"3544806";"Sales (SP)";"266234"
"3544905";"Sales Oliveira (SP)";"529464"
"3545001";"Salesópolis (SP)";"310985"
"3545100";"Salmourão (SP)";"114824"
"3545159";"Saltinho (SP)";"471342"
"3545209";"Salto (SP)";"11498959"
"3545308";"Salto de Pirapora (SP)";"2856415"
"3545407";"Salto Grande (SP)";"394928"
"3545506";"Sandovalina (SP)";"455962"
"3545605";"Santa Adélia (SP)";"560339"
"3545704";"Santa Albertina (SP)";"333897"
"3545803";"Santa Bárbara d'Oeste (SP)";"10803992"
"3546009";"Santa Branca (SP)";"357556"
"3546108";"Santa Clara d'Oeste (SP)";"130553"
"3546207";"Santa Cruz da Conceição (SP)";"200490"
"3546256";"Santa Cruz da Esperança (SP)";"101459"
"3546306";"Santa Cruz das Palmeiras (SP)";"788978"
"3546405";"Santa Cruz do Rio Pardo (SP)";"4319822"
"3546504";"Santa Ernestina (SP)";"152155"
"3546603";"Santa Fé do Sul (SP)";"1988880"
"3546702";"Santa Gertrudes (SP)";"3568257"
"3546801";"Santa Isabel (SP)";"2298061"
"3546900";"Santa Lúcia (SP)";"185362"
"3547007";"Santa Maria da Serra (SP)";"197769"
"3547106";"Santa Mercedes (SP)";"97262"
"3547205";"Santana da Ponte Pensa (SP)";"56776"
"3547304";"Santana de Parnaíba (SP)";"14328397"
"3547403";"Santa Rita d'Oeste (SP)";"105525"
"3547502";"Santa Rita do Passa Quatro (SP)";"992180"
"3547601";"Santa Rosa de Viterbo (SP)";"1131989"
"3547650";"Santa Salete (SP)";"66140"
"3547700";"Santo Anastácio (SP)";"630473"
"3547809";"Santo André (SP)";"36931351"
"3547908";"Santo Antônio da Alegria (SP)";"282937"
"3548005";"Santo Antônio de Posse (SP)";"2146890"
"3548054";"Santo Antônio do Aracanguá (SP)";"380219"
"3548104";"Santo Antônio do Jardim (SP)";"253743"
"3548203";"Santo Antônio do Pinhal (SP)";"191747"
"3548302";"Santo Expedito (SP)";"60256"
"3548401";"Santópolis do Aguapeí (SP)";"97802"
"3548500";"Santos (SP)";"30961718"
"3548609";"São Bento do Sapucaí (SP)";"354768"
"3548708";"São Bernardo do Campo (SP)";"71965791"
"3548807";"São Caetano do Sul (SP)";"22553448"
"3548906";"São Carlos (SP)";"18386920"
"3549003";"São Francisco (SP)";"59556"
"3549102";"São João da Boa Vista (SP)";"5011181"
"3549201";"São João das Duas Pontes (SP)";"72713"
"3549250";"São João de Iracema (SP)";"69614"
"3549300";"São João do Pau d'Alho (SP)";"83376"
"3549409";"São Joaquim da Barra (SP)";"2733786"
"3549508";"São José da Bela Vista (SP)";"336022"
"3549607";"São José do Barreiro (SP)";"80553"
"3549706";"São José do Rio Pardo (SP)";"2876973"
"3549805";"São José do Rio Preto (SP)";"26390121"
"3549904";"São José dos Campos (SP)";"61394524"
"3549953";"São Lourenço da Serra (SP)";"346115"
"3550001";"São Luiz do Paraitinga (SP)";"252579"
"3550100";"São Manuel (SP)";"1889877"
"3550209";"São Miguel Arcanjo (SP)";"1157726"
"3550308";"São Paulo (SP)";"1066825105"
"3550407";"São Pedro (SP)";"1243177"
"3550506";"São Pedro do Turvo (SP)";"393936"
"3550605";"São Roque (SP)";"4532567"
"3550704";"São Sebastião (SP)";"17400619"
"3550803";"São Sebastião da Grama (SP)";"481876"
"3550902";"São Simão (SP)";"648092"
"3551009";"São Vicente (SP)";"7414656"
"3551108";"Sarapuí (SP)";"270123"
"3551207";"Sarutaiá (SP)";"115635"
"3551306";"Sebastianópolis do Sul (SP)";"454542"
"3551405";"Serra Azul (SP)";"269297"
"3551504";"Serrana (SP)";"1454535"
"3551603";"Serra Negra (SP)";"1025007"
"3551702";"Sertãozinho (SP)";"9075018"
"3551801";"Sete Barras (SP)";"461849"
"3551900";"Severínia (SP)";"340597"
"3552007";"Silveiras (SP)";"116266"
"3552106";"Socorro (SP)";"1449301"
"3552205";"Sorocaba (SP)";"58816286"
"3552304";"Sud Mennucci (SP)";"302801"
"3552403";"Sumaré (SP)";"19026093"
"3552502";"Suzano (SP)";"18618698"
"3552551";"Suzanápolis (SP)";"511504"
"3552601";"Tabapuã (SP)";"397691"
"3552700";"Tabatinga (SP)";"512361"
"3552809";"Taboão da Serra (SP)";"12084179"
"3552908";"Taciba (SP)";"242091"
"3553005";"Taguaí (SP)";"409335"
"3553104";"Taiaçu (SP)";"155640"
"3553203";"Taiúva (SP)";"188353"
"3553302";"Tambaú (SP)";"966714"
"3553401";"Tanabi (SP)";"1592467"
"3553500";"Tapiraí (SP)";"223954"
"3553609";"Tapiratiba (SP)";"358653"
"3553658";"Taquaral (SP)";"92383"
"3553708";"Taquaritinga (SP)";"2307145"
"3553807";"Taquarituba (SP)";"1279103"
"3553856";"Taquarivaí (SP)";"433014"
"3553906";"Tarabai (SP)";"187171"
"3553955";"Tarumã (SP)";"1153083"
"3554003";"Tatuí (SP)";"6784535"
"3554102";"Taubaté (SP)";"22607800"
"3554201";"Tejupá (SP)";"341127"
"3554300";"Teodoro Sampaio (SP)";"822760"
"3554409";"Terra Roxa (SP)";"237426"
"3554508";"Tietê (SP)";"2954948"
"3554607";"Timburi (SP)";"80268"
"3554656";"Torre de Pedra (SP)";"44087"
"3554706";"Torrinha (SP)";"380075"
"3554755";"Trabiju (SP)";"66641"
"3554805";"Tremembé (SP)";"1091771"
"3554904";"Três Fronteiras (SP)";"155505"
"3554953";"Tuiuti (SP)";"239682"
"3555000";"Tupã (SP)";"3128302"
"3555109";"Tupi Paulista (SP)";"446938"
"3555208";"Turiúba (SP)";"88091"
"3555307";"Turmalina (SP)";"100226"
"3555356";"Ubarana (SP)";"298746"
"3555406";"Ubatuba (SP)";"3506919"
"3555505";"Ubirajara (SP)";"201026"
"3555604";"Uchoa (SP)";"521824"
"3555703";"União Paulista (SP)";"72244"
"3555802";"Urânia (SP)";"366620"
"3555901";"Uru (SP)";"66750"
"3556008";"Urupês (SP)";"647135"
"3556107";"Valentim Gentil (SP)";"565653"
"3556206";"Valinhos (SP)";"10200701"
"3556305";"Valparaíso (SP)";"1426927"
"3556354";"Vargem (SP)";"222012"
"3556404";"Vargem Grande do Sul (SP)";"1431642"
"3556453";"Vargem Grande Paulista (SP)";"3524293"
"3556503";"Várzea Paulista (SP)";"4736062"
"3556602";"Vera Cruz (SP)";"302805"
"3556701";"Vinhedo (SP)";"14699664"
"3556800";"Viradouro (SP)";"563836"
"3556909";"Vista Alegre do Alto (SP)";"705941"
"3556958";"Vitória Brasil (SP)";"64481"
"3557006";"Votorantim (SP)";"5209654"
"3557105";"Votuporanga (SP)";"4582203"
"3557154";"Zacarias (SP)";"177562"
"3557204";"Chavantes (SP)";"477220"
"3557303";"Estiva Gerbi (SP)";"532212"
"4100103";"Abatiá (PR)";"297166"
"4100202";"Adrianópolis (PR)";"467129"
"4100301";"Agudos do Sul (PR)";"279388"
"4100400";"Almirante Tamandaré (PR)";"2242620"
"4100459";"Altamira do Paraná (PR)";"115509"
"4100509";"Altônia (PR)";"546401"
"4100608";"Alto Paraná (PR)";"562667"
"4100707";"Alto Piquiri (PR)";"488594"
"4100806";"Alvorada do Sul (PR)";"436443"
"4100905";"Amaporã (PR)";"163899"
"4101002";"Ampére (PR)";"1001174"
"4101051";"Anahy (PR)";"124323"
"4101101";"Andirá (PR)";"861173"
"4101150";"Ângulo (PR)";"179778"
"4101200";"Antonina (PR)";"1001675"
"4101309";"Antônio Olinto (PR)";"282611"
"4101408";"Apucarana (PR)";"4834013"
"4101507";"Arapongas (PR)";"5715471"
"4101606";"Arapoti (PR)";"1632919"
"4101655";"Arapuã (PR)";"154285"
"4101705";"Araruna (PR)";"630796"
"4101804";"Araucária (PR)";"34075052"
"4101853";"Ariranha do Ivaí (PR)";"144973"
"4101903";"Assaí (PR)";"637194"
"4102000";"Assis Chateaubriand (PR)";"2033731"
"4102109";"Astorga (PR)";"1164816"
"4102208";"Atalaia (PR)";"254752"
"4102307";"Balsa Nova (PR)";"1302016"
"4102406";"Bandeirantes (PR)";"1362233"
"4102505";"Barbosa Ferraz (PR)";"342155"
"4102604";"Barracão (PR)";"323297"
"4102703";"Barra do Jacaré (PR)";"187138"
"4102752";"Bela Vista da Caroba (PR)";"126095"
"4102802";"Bela Vista do Paraíso (PR)";"564054"
"4102901";"Bituruna (PR)";"656377"
"4103008";"Boa Esperança (PR)";"342930"
"4103024";"Boa Esperança do Iguaçu (PR)";"165031"
"4103040";"Boa Ventura de São Roque (PR)";"449414"
"4103057";"Boa Vista da Aparecida (PR)";"222437"
"4103107";"Bocaiúva do Sul (PR)";"305498"
"4103156";"Bom Jesus do Sul (PR)";"142418"
"4103206";"Bom Sucesso (PR)";"221658"
"4103222";"Bom Sucesso do Sul (PR)";"331505"
"4103305";"Borrazópolis (PR)";"296465"
"4103354";"Braganey (PR)";"261007"
"4103370";"Brasilândia do Sul (PR)";"298634"
"4103404";"Cafeara (PR)";"121532"
"4103453";"Cafelândia (PR)";"2697734"
"4103479";"Cafezal do Sul (PR)";"199026"
"4103503";"Califórnia (PR)";"250999"
"4103602";"Cambará (PR)";"985512"
