municipio,ano_mes,passageiros
CRATEÚS,2023-01,20.0
CRATEÚS,2023-02,11.0
CRATEÚS,2023-03,7.0
CRATEÚS,2023-04,1.0
CRATEÚS,2023-05,13.0
CRATEÚS,2023-06,10.0
CRATEÚS,2023-07,32.0
CRATEÚS,2023-08,6.0
CRATEÚS,2023-09,5.0
CRATEÚS,2023-10,17.0
CRATEÚS,2023-11,3.0
CRATEÚS,2023-12,23.0
CRATEÚS,2024-01,9.0
CRATEÚS,2024-02,12.0
CRATEÚS,2024-03,6.0
CRATEÚS,2024-04,2.0
CRATEÚS,2024-05,10.0
CRATEÚS,2024-06,17.0
CRATEÚS,2024-07,12.0
CRATEÚS,2024-08,11.0
CRATEÚS,2024-09,13.0
CRATEÚS,2024-10,24.0
CRATEÚS,2024-11,13.0
CRATEÚS,2024-12,11.0
CRATEÚS,2025-01,12.0
CRATEÚS,2025-02,3.0
CRISTALINA,2023-10,0.0
CRUZ,2021-01,14942.0
CRUZ,2021-02,3999.0
CRUZ,2021-03,2293.0
CRUZ,2021-04,652.0
CRUZ,2021-05,2579.0
CRUZ,2021-06,3146.0
CRUZ,2021-07,7461.0
CRUZ,2021-08,5397.0
CRUZ,2021-09,5421.0
CRUZ,2021-10,6379.0
CRUZ,2021-11,5793.0
CRUZ,2021-12,13253.0
CRUZ,2022-01,25960.0
CRUZ,2022-02,10331.0
CRUZ,2022-03,11445.0
CRUZ,2022-04,10366.0
CRUZ,2022-05,10610.0
CRUZ,2022-06,10701.0
CRUZ,2022-07,14880.0
CRUZ,2022-08,12059.0
CRUZ,2022-09,11360.0
CRUZ,2022-10,12962.0
CRUZ,2022-11,11177.0
CRUZ,2022-12,10065.0
CRUZ,2023-01,16956.0
CRUZ,2023-02,10339.0
CRUZ,2023-03,7806.0
CRUZ,2023-04,7808.0
CRUZ,2023-05,8045.0
CRUZ,2023-06,7789.0
CRUZ,2023-07,11080.0
CRUZ,2023-08,9504.0
CRUZ,2023-09,8139.0
CRUZ,2023-10,8219.0
CRUZ,2023-11,7034.0
CRUZ,2023-12,8477.0
CRUZ,2024-01,13579.0
CRUZ,2024-02,8920.0
CRUZ,2024-03,7187.0
CRUZ,2024-04,6627.0
CRUZ,2024-05,6763.0
CRUZ,2024-06,6943.0
CRUZ,2024-07,10939.0
CRUZ,2024-08,8449.0
CRUZ,2024-09,7719.0
CRUZ,2024-10,8085.0
CRUZ,2024-11,9090.0
CRUZ,2024-12,11735.0
CRUZ,2025-01,17754.0
CRUZ,2025-02,11209.0
CRUZ,2025-03,12652.0
CRUZ,2025-04,8065.0
CRUZ,2025-05,7836.0
CRUZ,2025-06,9599.0
CRUZ,2025-07,16022.0
CRUZ,2025-08,11032.0
CRUZ,2025-09,8599.0
CRUZ,2025-10,9313.0
CRUZ,2025-11,7399.0
CRUZ,2025-12,10667.0
CRUZEIRO DO SUL,2021-01,1871.0
CRUZEIRO DO SUL,2021-02,1242.0
CRUZEIRO DO SUL,2021-03,864.0
CRUZEIRO DO SUL,2021-04,983.0
CRUZEIRO DO SUL,2021-05,1359.0
CRUZEIRO DO SUL,2021-06,1387.0
CRUZEIRO DO SUL,2021-07,1694.0
CRUZEIRO DO SUL,2021-08,1891.0
CRUZEIRO DO SUL,2021-09,1782.0
CRUZEIRO DO SUL,2021-10,1950.0
CRUZEIRO DO SUL,2021-11,2001.0
CRUZEIRO DO SUL,2021-12,1852.0
CRUZEIRO DO SUL,2022-01,2184.0
CRUZEIRO DO SUL,2022-02,1683.0
CRUZEIRO DO SUL,2022-03,2038.0
CRUZEIRO DO SUL,2022-04,1637.0
CRUZEIRO DO SUL,2022-05,1672.0
CRUZEIRO DO SUL,2022-06,1565.0
CRUZEIRO DO SUL,2022-07,1740.0
CRUZEIRO DO SUL,2022-08,2004.0
CRUZEIRO DO SUL,2022-09,1564.0
CRUZEIRO DO SUL,2022-10,1598.0
CRUZEIRO DO SUL,2022-11,1506.0
CRUZEIRO DO SUL,2022-12,1357.0
CRUZEIRO DO SUL,2023-01,1406.0
CRUZEIRO DO SUL,2023-02,1358.0
CRUZEIRO DO SUL,2023-03,1570.0
CRUZEIRO DO SUL,2023-04,1577.0
CRUZEIRO DO SUL,2023-05,1729.0
CRUZEIRO DO SUL,2023-06,1618.0
CRUZEIRO DO SUL,2023-07,1692.0
CRUZEIRO DO SUL,2023-08,2363.0
CRUZEIRO DO SUL,2023-09,1773.0
CRUZEIRO DO SUL,2023-10,1698.0
CRUZEIRO DO SUL,2023-11,1819.0
CRUZEIRO DO SUL,2023-12,1619.0
CRUZEIRO DO SUL,2024-01,1742.0
CRUZEIRO DO SUL,2024-02,1362.0
CRUZEIRO DO SUL,2024-03,1486.0
CRUZEIRO DO SUL,2024-04,1561.0
CRUZEIRO DO SUL,2024-05,1549.0
CRUZEIRO DO SUL,2024-06,1514.0
CRUZEIRO DO SUL,2024-07,1950.0
CRUZEIRO DO SUL,2024-08,2088.0
CRUZEIRO DO SUL,2024-09,1701.0
CRUZEIRO DO SUL,2024-10,1669.0
CRUZEIRO DO SUL,2024-11,1718.0
CRUZEIRO DO SUL,2024-12,1579.0
CRUZEIRO DO SUL,2025-01,1527.0
CRUZEIRO DO SUL,2025-02,1527.0
CRUZEIRO DO SUL,2025-03,1735.0
CRUZEIRO DO SUL,2025-04,1786.0
CRUZEIRO DO SUL,2025-05,1691.0
CRUZEIRO DO SUL,2025-06,1846.0
CRUZEIRO DO SUL,2025-07,1801.0
CRUZEIRO DO SUL,2025-08,1870.0
CRUZEIRO DO SUL,2025-09,1713.0
CRUZEIRO DO SUL,2025-10,1874.0
CRUZEIRO DO SUL,2025-11,1937.0
CRUZEIRO DO SUL,2025-12,1873.0
DIAMANTINA,2025-08,0.0
DIVINÓPOLIS,2024-11,7.0
DIVINÓPOLIS,2024-12,43.0
DIVINÓPOLIS,2025-01,41.0
DIVINÓPOLIS,2025-02,143.0
DIVINÓPOLIS,2025-03,0.0
DIVINÓPOLIS,2025-04,10.0
DIVINÓPOLIS,2025-05,15.0
DIVINÓPOLIS,2025-06,129.0
DIVINÓPOLIS,2025-07,143.0
DIVINÓPOLIS,2025-08,95.0
DIVINÓPOLIS,2025-09,177.0
DIVINÓPOLIS,2025-10,197.0
DIVINÓPOLIS,2025-11,192.0
DIVINÓPOLIS,2025-12,99.0
DOURADOS,2021-01,2771.0
DOURADOS,2021-02,2306.0
DOURADOS,2021-03,2065.0
DOURADOS,2021-04,1171.0
DOURADOS,2025-09,1250.0
DOURADOS,2025-10,1741.0
DOURADOS,2025-11,1422.0
DOURADOS,2025-12,1491.0
EIRUNEPÉ,2021-01,562.0
EIRUNEPÉ,2021-02,406.0
EIRUNEPÉ,2021-03,389.0
EIRUNEPÉ,2021-04,451.0
EIRUNEPÉ,2021-05,425.0
EIRUNEPÉ,2021-06,402.0
EIRUNEPÉ,2021-07,467.0
EIRUNEPÉ,2021-08,489.0
EIRUNEPÉ,2021-09,391.0
EIRUNEPÉ,2021-10,480.0
EIRUNEPÉ,2021-11,472.0
EIRUNEPÉ,2021-12,513.0
EIRUNEPÉ,2022-01,701.0
EIRUNEPÉ,2022-02,526.0
EIRUNEPÉ,2022-03,439.0
EIRUNEPÉ,2022-04,446.0
EIRUNEPÉ,2022-05,450.0
EIRUNEPÉ,2022-06,321.0
EIRUNEPÉ,2022-07,43.0
EIRUNEPÉ,2022-08,62.0
EIRUNEPÉ,2022-12,349.0
EIRUNEPÉ,2023-01,488.0
EIRUNEPÉ,2023-02,443.0
EIRUNEPÉ,2023-03,516.0
EIRUNEPÉ,2023-04,510.0
EIRUNEPÉ,2023-05,438.0
EIRUNEPÉ,2023-06,386.0
EIRUNEPÉ,2023-07,342.0
EIRUNEPÉ,2023-08,443.0
EIRUNEPÉ,2023-09,272.0
EIRUNEPÉ,2023-10,287.0
EIRUNEPÉ,2023-11,207.0
EIRUNEPÉ,2023-12,327.0
EIRUNEPÉ,2024-01,416.0
EIRUNEPÉ,2024-02,438.0
EIRUNEPÉ,2024-03,359.0
EIRUNEPÉ,2024-04,446.0
EIRUNEPÉ,2024-05,487.0
EIRUNEPÉ,2024-06,426.0
EIRUNEPÉ,2024-07,402.0
EIRUNEPÉ,2024-08,143.0
EIRUNEPÉ,2024-10,490.0
EIRUNEPÉ,2024-11,491.0
EIRUNEPÉ,2024-12,568.0
EIRUNEPÉ,2025-01,632.0
EIRUNEPÉ,2025-02,607.0
EIRUNEPÉ,2025-03,430.0
EIRUNEPÉ,2025-04,524.0
EIRUNEPÉ,2025-05,244.0
ELDORADO DO SUL,2024-05,0.0
ELDORADO DO SUL,2024-06,0.0
ELDORADO DO SUL,2024-07,0.0
ERECHIM,2021-08,96.0
ERECHIM,2021-09,76.0
ERECHIM,2021-10,44.0
ERECHIM,2021-11,48.0
ERECHIM,2021-12,64.0
ERECHIM,2022-01,55.0
ERECHIM,2022-02,55.0
ERECHIM,2022-03,44.0
ERECHIM,2022-04,58.0
ERECHIM,2022-05,41.0
ERECHIM,2022-06,31.0
ERECHIM,2022-07,60.0
ERECHIM,2022-08,68.0
ERECHIM,2022-09,25.0
ERECHIM,2022-10,23.0
ERECHIM,2022-11,20.0
ERECHIM,2022-12,3.0
FEIRA DE SANTANA,2022-12,309.0
FEIRA DE SANTANA,2023-01,915.0
FEIRA DE SANTANA,2023-02,742.0
FEIRA DE SANTANA,2023-03,793.0
FEIRA DE SANTANA,2023-04,897.0
FEIRA DE SANTANA,2023-05,822.0
FEIRA DE SANTANA,2023-06,794.0
FEIRA DE SANTANA,2023-07,818.0
FEIRA DE SANTANA,2023-08,856.0
FEIRA DE SANTANA,2023-09,1112.0
FEIRA DE SANTANA,2023-10,1161.0
FEIRA DE SANTANA,2023-11,658.0
FEIRA DE SANTANA,2023-12,698.0
FEIRA DE SANTANA,2024-01,646.0
FEIRA DE SANTANA,2024-02,430.0
FEIRA DE SANTANA,2024-03,404.0
FEIRA DE SANTANA,2024-04,448.0
FEIRA DE SANTANA,2024-05,538.0
FEIRA DE SANTANA,2024-06,532.0
FEIRA DE SANTANA,2025-06,0.0
FERNANDO DE NORONHA,2021-01,10361.0
FERNANDO DE NORONHA,2021-02,9205.0
FERNANDO DE NORONHA,2021-03,8180.0
FERNANDO DE NORONHA,2021-04,5165.0
FERNANDO DE NORONHA,2021-05,7405.0
FERNANDO DE NORONHA,2021-06,9150.0
FERNANDO DE NORONHA,2021-07,10855.0
FERNANDO DE NORONHA,2021-08,11104.0
FERNANDO DE NORONHA,2021-09,12367.0
FERNANDO DE NORONHA,2021-10,13398.0
FERNANDO DE NORONHA,2021-11,12579.0
FERNANDO DE NORONHA,2021-12,11920.0
FERNANDO DE NORONHA,2022-01,14323.0
FERNANDO DE NORONHA,2022-02,11038.0
FERNANDO DE NORONHA,2022-03,15162.0
FERNANDO DE NORONHA,2022-04,11482.0
FERNANDO DE NORONHA,2022-05,12979.0
FERNANDO DE NORONHA,2022-06,11462.0
FERNANDO DE NORONHA,2022-07,16440.0
FERNANDO DE NORONHA,2022-08,17451.0
FERNANDO DE NORONHA,2022-09,16299.0
FERNANDO DE NORONHA,2022-10,14573.0
FERNANDO DE NORONHA,2022-11,12210.0
FERNANDO DE NORONHA,2022-12,10911.0
FERNANDO DE NORONHA,2023-01,13123.0
FERNANDO DE NORONHA,2023-02,11821.0
FERNANDO DE NORONHA,2023-03,12051.0
FERNANDO DE NORONHA,2023-04,10267.0
FERNANDO DE NORONHA,2023-05,10588.0
FERNANDO DE NORONHA,2023-06,10572.0
FERNANDO DE NORONHA,2023-07,13953.0
FERNANDO DE NORONHA,2023-08,15078.0
FERNANDO DE NORONHA,2023-09,15967.0
FERNANDO DE NORONHA,2023-10,16613.0
FERNANDO DE NORONHA,2023-11,14917.0
FERNANDO DE NORONHA,2023-12,13020.0
FERNANDO DE NORONHA,2024-01,17739.0
FERNANDO DE NORONHA,2024-02,13846.0
FERNANDO DE NORONHA,2024-03,13974.0
FERNANDO DE NORONHA,2024-04,11111.0
FERNANDO DE NORONHA,2024-05,10261.0
FERNANDO DE NORONHA,2024-06,11109.0
FERNANDO DE NORONHA,2024-07,14511.0
FERNANDO DE NORONHA,2024-08,15943.0
FERNANDO DE NORONHA,2024-09,16287.0
FERNANDO DE NORONHA,2024-10,17668.0
FERNANDO DE NORONHA,2024-11,16307.0
FERNANDO DE NORONHA,2024-12,14467.0
FERNANDO DE NORONHA,2025-01,17621.0
FERNANDO DE NORONHA,2025-02,13082.0
FERNANDO DE NORONHA,2025-03,12014.0
FERNANDO DE NORONHA,2025-04,12740.0
FERNANDO DE NORONHA,2025-05,13122.0
FERNANDO DE NORONHA,2025-06,15073.0
FERNANDO DE NORONHA,2025-07,15440.0
FERNANDO DE NORONHA,2025-08,17228.0
FERNANDO DE NORONHA,2025-09,16840.0
FERNANDO DE NORONHA,2025-10,17517.0
FERNANDO DE NORONHA,2025-11,15727.0
FERNANDO DE NORONHA,2025-12,15404.0
FERNANDÓPOLIS,2023-09,0.0
FLORIANÓPOLIS,2021-01,120292.0
FLORIANÓPOLIS,2021-02,81725.0
FLORIANÓPOLIS,2021-03,56822.0
FLORIANÓPOLIS,2021-04,47605.0
FLORIANÓPOLIS,2021-05,64912.0
FLORIANÓPOLIS,2021-06,66263.0
FLORIANÓPOLIS,2021-07,90808.0
FLORIANÓPOLIS,2021-08,88936.0
FLORIANÓPOLIS,2021-09,104787.0
FLORIANÓPOLIS,2021-10,113096.0
FLORIANÓPOLIS,2021-11,127178.0
FLORIANÓPOLIS,2021-12,150549.0
FLORIANÓPOLIS,2022-01,180790.0
FLORIANÓPOLIS,2022-02,117225.0
FLORIANÓPOLIS,2022-03,142802.0
FLORIANÓPOLIS,2022-04,121819.0
FLORIANÓPOLIS,2022-05,122537.0
FLORIANÓPOLIS,2022-06,109684.0
FLORIANÓPOLIS,2022-07,137385.0
FLORIANÓPOLIS,2022-08,127926.0
FLORIANÓPOLIS,2022-09,122348.0
FLORIANÓPOLIS,2022-10,136286.0
FLORIANÓPOLIS,2022-11,147728.0
FLORIANÓPOLIS,2022-12,163275.0
FLORIANÓPOLIS,2023-01,205116.0
FLORIANÓPOLIS,2023-02,153356.0
FLORIANÓPOLIS,2023-03,162453.0
FLORIANÓPOLIS,2023-04,146385.0
FLORIANÓPOLIS,2023-05,140923.0
FLORIANÓPOLIS,2023-06,137037.0
FLORIANÓPOLIS,2023-07,153426.0
FLORIANÓPOLIS,2023-08,152673.0
FLORIANÓPOLIS,2023-09,152681.0
FLORIANÓPOLIS,2023-10,155667.0
FLORIANÓPOLIS,2023-11,163993.0
FLORIANÓPOLIS,2023-12,178036.0
FLORIANÓPOLIS,2024-01,226164.0
FLORIANÓPOLIS,2024-02,179911.0
FLORIANÓPOLIS,2024-03,175290.0
FLORIANÓPOLIS,2024-04,155391.0
FLORIANÓPOLIS,2024-05,182712.0
FLORIANÓPOLIS,2024-06,186182.0
FLORIANÓPOLIS,2024-07,237303.0
FLORIANÓPOLIS,2024-08,210309.0
FLORIANÓPOLIS,2024-09,208709.0
FLORIANÓPOLIS,2024-10,205370.0
FLORIANÓPOLIS,2024-11,187910.0
FLORIANÓPOLIS,2024-12,211459.0
FLORIANÓPOLIS,2025-01,269232.0
FLORIANÓPOLIS,2025-02,236246.0
FLORIANÓPOLIS,2025-03,231077.0
FLORIANÓPOLIS,2025-04,188192.0
FLORIANÓPOLIS,2025-05,176350.0
FLORIANÓPOLIS,2025-06,167241.0
FLORIANÓPOLIS,2025-07,193113.0
FLORIANÓPOLIS,2025-08,185287.0
FLORIANÓPOLIS,2025-09,195895.0
FLORIANÓPOLIS,2025-10,204860.0
FLORIANÓPOLIS,2025-11,203677.0
FLORIANÓPOLIS,2025-12,249853.0
FORMOSA,2023-10,0.0
FORTALEZA,2021-01,215005.0
FORTALEZA,2021-02,134441.0
FORTALEZA,2021-03,80587.0
FORTALEZA,2021-04,60695.0
FORTALEZA,2021-05,101706.0
FORTALEZA,2021-06,125496.0
FORTALEZA,2021-07,201961.0
FORTALEZA,2021-08,185736.0
FORTALEZA,2021-09,179459.0
FORTALEZA,2021-10,193182.0
FORTALEZA,2021-11,227560.0
FORTALEZA,2021-12,251160.0
FORTALEZA,2022-01,299368.0
FORTALEZA,2022-02,218553.0
FORTALEZA,2022-03,231087.0
FORTALEZA,2022-04,192165.0
FORTALEZA,2022-05,203865.0
FORTALEZA,2022-06,193794.0
FORTALEZA,2022-07,266174.0
FORTALEZA,2022-08,257145.0
FORTALEZA,2022-09,229552.0
FORTALEZA,2022-10,244717.0
FORTALEZA,2022-11,263704.0
FORTALEZA,2022-12,243210.0
FORTALEZA,2023-01,300412.0
FORTALEZA,2023-02,234354.0
FORTALEZA,2023-03,234811.0
FORTALEZA,2023-04,202162.0
FORTALEZA,2023-05,213026.0
FORTALEZA,2023-06,208716.0
FORTALEZA,2023-07,252347.0
FORTALEZA,2023-08,242992.0
FORTALEZA,2023-09,211520.0
FORTALEZA,2023-10,217242.0
FORTALEZA,2023-11,217988.0
FORTALEZA,2023-12,224886.0
FORTALEZA,2024-01,271409.0
FORTALEZA,2024-02,216809.0
FORTALEZA,2024-03,212081.0
FORTALEZA,2024-04,199594.0
FORTALEZA,2024-05,209961.0
FORTALEZA,2024-06,218286.0
FORTALEZA,2024-07,271692.0
FORTALEZA,2024-08,247170.0
FORTALEZA,2024-09,230592.0
FORTALEZA,2024-10,241992.0
FORTALEZA,2024-11,227015.0
FORTALEZA,2024-12,221939.0
FORTALEZA,2025-01,283824.0
FORTALEZA,2025-02,216178.0
FORTALEZA,2025-03,214636.0
FORTALEZA,2025-04,225376.0
FORTALEZA,2025-05,242650.0
FORTALEZA,2025-06,243572.0
FORTALEZA,2025-07,287135.0
FORTALEZA,2025-08,275752.0
FORTALEZA,2025-09,254492.0
FORTALEZA,2025-10,258154.0
FORTALEZA,2025-11,252432.0
FORTALEZA,2025-12,262945.0
FOZ DO IGUAÇU,2021-01,45878.0
FOZ DO IGUAÇU,2021-02,27544.0
FOZ DO IGUAÇU,2021-03,19019.0
FOZ DO IGUAÇU,2021-04,17560.0
FOZ DO IGUAÇU,2021-05,24655.0
FOZ DO IGUAÇU,2021-06,29651.0
FOZ DO IGUAÇU,2021-07,42999.0
FOZ DO IGUAÇU,2021-08,41068.0
FOZ DO IGUAÇU,2021-09,43041.0
FOZ DO IGUAÇU,2021-10,48082.0
FOZ DO IGUAÇU,2021-11,55632.0
FOZ DO IGUAÇU,2021-12,62470.0
FOZ DO IGUAÇU,2022-01,67517.0
FOZ DO IGUAÇU,2022-02,40027.0
FOZ DO IGUAÇU,2022-03,49644.0
FOZ DO IGUAÇU,2022-04,57635.0
FOZ DO IGUAÇU,2022-05,54520.0
FOZ DO IGUAÇU,2022-06,52825.0
FOZ DO IGUAÇU,2022-07,73435.0
FOZ DO IGUAÇU,2022-08,65284.0
FOZ DO IGUAÇU,2022-09,64126.0
FOZ DO IGUAÇU,2022-10,69600.0
FOZ DO IGUAÇU,2022-11,67955.0
FOZ DO IGUAÇU,2022-12,82594.0
FOZ DO IGUAÇU,2023-01,106663.0
FOZ DO IGUAÇU,2023-02,76116.0
FOZ DO IGUAÇU,2023-03,80389.0
FOZ DO IGUAÇU,2023-04,72212.0
FOZ DO IGUAÇU,2023-05,72929.0
FOZ DO IGUAÇU,2023-06,65538.0
FOZ DO IGUAÇU,2023-07,83988.0
FOZ DO IGUAÇU,2023-08,81572.0
FOZ DO IGUAÇU,2023-09,69861.0
FOZ DO IGUAÇU,2023-10,73701.0
FOZ DO IGUAÇU,2023-11,81525.0
FOZ DO IGUAÇU,2023-12,88367.0
FOZ DO IGUAÇU,2024-01,101413.0
FOZ DO IGUAÇU,2024-02,81482.0
FOZ DO IGUAÇU,2024-03,84727.0
FOZ DO IGUAÇU,2024-04,73342.0
FOZ DO IGUAÇU,2024-05,73326.0
FOZ DO IGUAÇU,2024-06,70129.0
FOZ DO IGUAÇU,2024-07,93905.0
FOZ DO IGUAÇU,2024-08,86826.0
FOZ DO IGUAÇU,2024-09,81458.0
FOZ DO IGUAÇU,2024-10,87122.0
FOZ DO IGUAÇU,2024-11,85517.0
FOZ DO IGUAÇU,2024-12,95029.0
FOZ DO IGUAÇU,2025-01,116678.0
FOZ DO IGUAÇU,2025-02,85362.0
FOZ DO IGUAÇU,2025-03,89150.0
FOZ DO IGUAÇU,2025-04,82724.0
FOZ DO IGUAÇU,2025-05,83929.0
FOZ DO IGUAÇU,2025-06,81991.0
FOZ DO IGUAÇU,2025-07,92358.0
FOZ DO IGUAÇU,2025-08,96245.0
FOZ DO IGUAÇU,2025-09,90225.0
FOZ DO IGUAÇU,2025-10,100413.0
FOZ DO IGUAÇU,2025-11,101234.0
FOZ DO IGUAÇU,2025-12,114370.0
FRANCA,2024-12,24.0
FRANCA,2025-01,34.0
FRANCA,2025-02,31.0
FRANCA,2025-03,21.0
FRANCA,2025-04,21.0
FRANCA,2025-05,17.0
FRANCA,2025-06,19.0
FRANCA,2025-07,10.0
FRANCA,2025-08,0.0
FRANCA,2025-09,7.0
FRANCA,2025-10,15.0
FRANCA,2025-11,11.0
FRANCA,2025-12,7.0
FRANCISCO BELTRÃO,2022-01,21.0
FRANCISCO BELTRÃO,2022-02,89.0
FRANCISCO BELTRÃO,2022-03,64.0
FRANCISCO BELTRÃO,2022-04,56.0
FRANCISCO BELTRÃO,2022-05,38.0
FRANCISCO BELTRÃO,2022-06,16.0
FRANCISCO BELTRÃO,2022-07,46.0
FRANCISCO BELTRÃO,2022-08,36.0
FRANCISCO BELTRÃO,2022-09,8.0
FRANCISCO BELTRÃO,2022-10,22.0
FRANCISCO BELTRÃO,2022-11,18.0
FRANCISCO BELTRÃO,2022-12,7.0
GARANHUNS,2022-07,34.0
GARANHUNS,2022-08,24.0
GARANHUNS,2022-09,38.0
GARANHUNS,2022-10,14.0
GARANHUNS,2022-11,19.0
GARANHUNS,2022-12,22.0
GARANHUNS,2023-01,4.0
GARANHUNS,2023-02,7.0
GARANHUNS,2023-03,9.0
GARANHUNS,2023-04,7.0
GARANHUNS,2023-05,24.0
GARANHUNS,2023-06,2.0
GARANHUNS,2023-07,0.0
GARANHUNS,2023-08,14.0
GARANHUNS,2023-09,10.0
GARANHUNS,2023-10,25.0
GARANHUNS,2023-11,30.0
GARANHUNS,2023-12,27.0
GARANHUNS,2024-01,34.0
GARANHUNS,2024-02,11.0
GARANHUNS,2024-03,24.0
GARANHUNS,2024-04,23.0
GARANHUNS,2024-05,15.0
GARANHUNS,2024-06,28.0
GARANHUNS,2024-07,71.0
GARANHUNS,2024-08,56.0
GARANHUNS,2024-09,47.0
GARANHUNS,2024-10,46.0
GARANHUNS,2024-11,18.0
GARANHUNS,2024-12,17.0
GARANHUNS,2025-01,32.0
GARANHUNS,2025-02,11.0
GARANHUNS,2025-03,8.0
GARANHUNS,2025-04,4.0
GARANHUNS,2025-05,5.0
GARANHUNS,2025-06,4.0
GARANHUNS,2025-07,12.0
GARANHUNS,2025-08,1.0
GARANHUNS,2025-09,2.0
GARANHUNS,2025-10,4.0
GARANHUNS,2025-11,3.0
GARANHUNS,2025-12,8.0
GOIANÁ,2021-01,2037.0
GOIANÁ,2021-02,1362.0
GOIANÁ,2021-03,1036.0
GOIANÁ,2021-04,764.0
GOIANÁ,2021-05,923.0
GOIANÁ,2021-06,1253.0
GOIANÁ,2021-07,1830.0
GOIANÁ,2021-08,1567.0
GOIANÁ,2021-09,1838.0
GOIANÁ,2021-10,2353.0
GOIANÁ,2021-11,2893.0
GOIANÁ,2021-12,2798.0
GOIANÁ,2022-01,2125.0
GOIANÁ,2022-02,1937.0
GOIANÁ,2022-03,2646.0
GOIANÁ,2022-04,2633.0
GOIANÁ,2022-05,3449.0
GOIANÁ,2022-06,2893.0
GOIANÁ,2022-07,3291.0
GOIANÁ,2022-08,5982.0
GOIANÁ,2022-09,7116.0
GOIANÁ,2022-10,8235.0
GOIANÁ,2022-11,7274.0
GOIANÁ,2022-12,6681.0
GOIANÁ,2023-01,7219.0
GOIANÁ,2023-02,7116.0
GOIANÁ,2023-03,8157.0
GOIANÁ,2023-04,9167.0
GOIANÁ,2023-05,9538.0
GOIANÁ,2023-06,9174.0
GOIANÁ,2023-07,11070.0
GOIANÁ,2023-08,10286.0
GOIANÁ,2023-09,10200.0
GOIANÁ,2023-10,10635.0
GOIANÁ,2023-11,9863.0
GOIANÁ,2023-12,8639.0
GOIANÁ,2024-01,8782.0
GOIANÁ,2024-02,7621.0
GOIANÁ,2024-03,9160.0
GOIANÁ,2024-04,10426.0
GOIANÁ,2024-05,10404.0
GOIANÁ,2024-06,9212.0
GOIANÁ,2024-07,8334.0
GOIANÁ,2024-08,6230.0
GOIANÁ,2024-09,6104.0
GOIANÁ,2024-10,6718.0
GOIANÁ,2024-11,7345.0
GOIANÁ,2024-12,6800.0
GOIANÁ,2025-01,6864.0
GOIANÁ,2025-02,6893.0
GOIANÁ,2025-03,5190.0
GOIANÁ,2025-04,4984.0
GOIANÁ,2025-05,5041.0
GOIANÁ,2025-06,5380.0
GOIANÁ,2025-07,5845.0
GOIANÁ,2025-08,5632.0
GOIANÁ,2025-09,5443.0
GOIANÁ,2025-10,5610.0
GOIANÁ,2025-11,5290.0
GOIANÁ,2025-12,4618.0
GOIÂNIA,2021-01,92811.0
GOIÂNIA,2021-02,64128.0
GOIÂNIA,2021-03,40812.0
GOIÂNIA,2021-04,36626.0
GOIÂNIA,2021-05,56381.0
GOIÂNIA,2021-06,65848.0
GOIÂNIA,2021-07,93991.0
GOIÂNIA,2021-08,94649.0
GOIÂNIA,2021-09,103124.0
GOIÂNIA,2021-10,108146.0
GOIÂNIA,2021-11,113984.0
GOIÂNIA,2021-12,138334.0
GOIÂNIA,2022-01,121853.0
GOIÂNIA,2022-02,84942.0
GOIÂNIA,2022-03,104483.0
GOIÂNIA,2022-04,110203.0
GOIÂNIA,2022-05,118157.0
GOIÂNIA,2022-06,110952.0
GOIÂNIA,2022-07,152973.0
GOIÂNIA,2022-08,136626.0
GOIÂNIA,2022-09,130264.0
GOIÂNIA,2022-10,141846.0
GOIÂNIA,2022-11,139109.0
GOIÂNIA,2022-12,160222.0
GOIÂNIA,2023-01,152045.0
GOIÂNIA,2023-02,115675.0
GOIÂNIA,2023-03,139057.0
GOIÂNIA,2023-04,132478.0
GOIÂNIA,2023-05,140040.0
GOIÂNIA,2023-06,137774.0
GOIÂNIA,2023-07,171415.0
GOIÂNIA,2023-08,159703.0
GOIÂNIA,2023-09,142498.0
GOIÂNIA,2023-10,143950.0
GOIÂNIA,2023-11,136365.0
GOIÂNIA,2023-12,146610.0
GOIÂNIA,2024-01,138822.0
GOIÂNIA,2024-02,121876.0
GOIÂNIA,2024-03,137901.0
GOIÂNIA,2024-04,136596.0
GOIÂNIA,2024-05,139069.0
GOIÂNIA,2024-06,138170.0
GOIÂNIA,2024-07,165482.0
GOIÂNIA,2024-08,148927.0
GOIÂNIA,2024-09,152149.0
GOIÂNIA,2024-10,154094.0
GOIÂNIA,2024-11,141971.0
GOIÂNIA,2024-12,160419.0
GOIÂNIA,2025-01,142549.0
GOIÂNIA,2025-02,128649.0
GOIÂNIA,2025-03,147849.0
GOIÂNIA,2025-04,157715.0
GOIÂNIA,2025-05,166958.0
GOIÂNIA,2025-06,166115.0
GOIÂNIA,2025-07,185454.0
GOIÂNIA,2025-08,169407.0
GOIÂNIA,2025-09,163709.0
GOIÂNIA,2025-10,169332.0
GOIÂNIA,2025-11,152217.0
GOIÂNIA,2025-12,167394.0
GOVERNADOR VALADARES,2021-01,2928.0
GOVERNADOR VALADARES,2021-02,2458.0
GOVERNADOR VALADARES,2021-03,2349.0
GOVERNADOR VALADARES,2021-04,1573.0
GOVERNADOR VALADARES,2021-05,1794.0
