municipio,ano_mes,passageiros
ORIXIMINÁ,2023-04,245.0
ORIXIMINÁ,2023-05,248.0
ORIXIMINÁ,2023-06,242.0
ORIXIMINÁ,2023-07,372.0
ORIXIMINÁ,2023-08,277.0
ORIXIMINÁ,2023-09,242.0
ORIXIMINÁ,2023-10,250.0
ORIXIMINÁ,2023-11,172.0
ORIXIMINÁ,2023-12,216.0
ORIXIMINÁ,2024-01,185.0
ORIXIMINÁ,2024-02,231.0
ORIXIMINÁ,2024-03,300.0
ORIXIMINÁ,2024-04,292.0
ORIXIMINÁ,2024-05,327.0
ORIXIMINÁ,2024-06,230.0
ORIXIMINÁ,2024-07,372.0
ORIXIMINÁ,2024-08,290.0
ORIXIMINÁ,2024-09,354.0
ORIXIMINÁ,2024-10,365.0
ORIXIMINÁ,2024-11,350.0
ORIXIMINÁ,2024-12,237.0
ORIXIMINÁ,2025-01,207.0
ORIXIMINÁ,2025-02,267.0
ORIXIMINÁ,2025-03,380.0
ORIXIMINÁ,2025-04,364.0
ORIXIMINÁ,2025-05,379.0
ORIXIMINÁ,2025-06,391.0
ORIXIMINÁ,2025-07,362.0
ORIXIMINÁ,2025-08,340.0
ORIXIMINÁ,2025-09,323.0
ORIXIMINÁ,2025-10,375.0
ORIXIMINÁ,2025-11,294.0
ORIXIMINÁ,2025-12,405.0
OURILÂNDIA DO NORTE,2024-06,51.0
OURILÂNDIA DO NORTE,2024-07,93.0
OURILÂNDIA DO NORTE,2024-08,84.0
OURILÂNDIA DO NORTE,2024-09,51.0
OURILÂNDIA DO NORTE,2024-10,12.0
OURILÂNDIA DO NORTE,2024-11,47.0
OURILÂNDIA DO NORTE,2024-12,31.0
OURILÂNDIA DO NORTE,2025-01,16.0
OURILÂNDIA DO NORTE,2025-02,30.0
OURILÂNDIA DO NORTE,2025-03,18.0
OURILÂNDIA DO NORTE,2025-04,24.0
OURILÂNDIA DO NORTE,2025-05,17.0
OURILÂNDIA DO NORTE,2025-06,38.0
OURILÂNDIA DO NORTE,2025-07,40.0
OURILÂNDIA DO NORTE,2025-08,19.0
OURILÂNDIA DO NORTE,2025-09,51.0
OURILÂNDIA DO NORTE,2025-10,57.0
OURILÂNDIA DO NORTE,2025-11,19.0
OURILÂNDIA DO NORTE,2025-12,33.0
PALMAS,2021-01,20175.0
PALMAS,2021-02,14347.0
PALMAS,2021-03,9467.0
PALMAS,2021-04,8535.0
PALMAS,2021-05,12784.0
PALMAS,2021-06,14465.0
PALMAS,2021-07,21848.0
PALMAS,2021-08,21721.0
PALMAS,2021-09,22182.0
PALMAS,2021-10,23270.0
PALMAS,2021-11,22415.0
PALMAS,2021-12,26687.0
PALMAS,2022-01,25274.0
PALMAS,2022-02,16963.0
PALMAS,2022-03,23171.0
PALMAS,2022-04,21034.0
PALMAS,2022-05,24541.0
PALMAS,2022-06,22116.0
PALMAS,2022-07,28556.0
PALMAS,2022-08,27696.0
PALMAS,2022-09,24903.0
PALMAS,2022-10,26505.0
PALMAS,2022-11,28452.0
PALMAS,2022-12,32069.0
PALMAS,2023-01,28356.0
PALMAS,2023-02,23211.0
PALMAS,2023-03,25716.0
PALMAS,2023-04,24060.0
PALMAS,2023-05,28976.0
PALMAS,2023-06,28918.0
PALMAS,2023-07,33944.0
PALMAS,2023-08,33657.0
PALMAS,2023-09,30844.0
PALMAS,2023-10,31637.0
PALMAS,2023-11,26776.0
PALMAS,2023-12,30536.0
PALMAS,2024-01,28596.0
PALMAS,2024-02,24474.0
PALMAS,2024-03,26286.0
PALMAS,2024-04,25987.0
PALMAS,2024-05,27607.0
PALMAS,2024-06,29066.0
PALMAS,2024-07,38900.0
PALMAS,2024-08,35496.0
PALMAS,2024-09,33944.0
PALMAS,2024-10,29349.0
PALMAS,2024-11,29017.0
PALMAS,2024-12,32505.0
PALMAS,2025-01,30277.0
PALMAS,2025-02,23573.0
PALMAS,2025-03,27306.0
PALMAS,2025-04,29441.0
PALMAS,2025-05,31676.0
PALMAS,2025-06,33885.0
PALMAS,2025-07,35827.0
PALMAS,2025-08,32927.0
PALMAS,2025-09,30853.0
PALMAS,2025-10,30585.0
PALMAS,2025-11,30156.0
PALMAS,2025-12,31257.0
PARACATU,2022-12,15.0
PARACATU,2023-01,26.0
PARACATU,2023-02,27.0
PARACATU,2023-03,18.0
PARACATU,2023-04,54.0
PARACATU,2023-05,40.0
PARACATU,2023-06,36.0
PARACATU,2023-07,32.0
PARACATU,2023-08,36.0
PARACATU,2023-09,35.0
PARACATU,2023-10,22.0
PARACATU,2023-11,17.0
PARACATU,2023-12,17.0
PARACATU,2024-01,20.0
PARACATU,2024-02,12.0
PARACATU,2024-03,9.0
PARACATU,2024-04,19.0
PARACATU,2024-05,39.0
PARACATU,2024-06,48.0
PARACATU,2024-07,67.0
PARACATU,2024-08,72.0
PARACATU,2024-09,43.0
PARACATU,2024-10,31.0
PARACATU,2024-11,20.0
PARACATU,2024-12,29.0
PARACATU,2025-01,11.0
PARACATU,2025-02,13.0
PARACATU,2025-03,19.0
PARACATU,2025-04,22.0
PARACATU,2025-05,17.0
PARACATU,2025-06,15.0
PARACATU,2025-07,15.0
PARACATU,2025-08,21.0
PARACATU,2025-09,19.0
PARACATU,2025-10,20.0
PARACATU,2025-11,27.0
PARACATU,2025-12,15.0
PARAGOMINAS,2021-11,34.0
PARAGOMINAS,2021-12,125.0
PARAGOMINAS,2022-01,88.0
PARAGOMINAS,2022-02,85.0
PARAGOMINAS,2022-03,101.0
PARAGOMINAS,2022-04,83.0
PARAGOMINAS,2022-05,86.0
PARAGOMINAS,2022-06,77.0
PARAGOMINAS,2022-07,105.0
PARAGOMINAS,2022-08,104.0
PARAGOMINAS,2022-09,170.0
PARAGOMINAS,2022-10,103.0
PARAGOMINAS,2022-11,57.0
PARAGOMINAS,2022-12,46.0
PARAGOMINAS,2023-01,29.0
PARAGOMINAS,2023-02,36.0
PARAGOMINAS,2023-03,66.0
PARAGOMINAS,2023-04,72.0
PARAGOMINAS,2023-05,88.0
PARAGOMINAS,2023-06,66.0
PARAGOMINAS,2023-07,55.0
PARAGOMINAS,2023-08,70.0
PARAGOMINAS,2023-09,31.0
PARAGOMINAS,2023-10,29.0
PARAGOMINAS,2023-11,17.0
PARAGOMINAS,2023-12,37.0
PARAGOMINAS,2024-01,13.0
PARAGOMINAS,2024-02,26.0
PARAGOMINAS,2024-03,21.0
PARAGOMINAS,2024-04,51.0
PARAGOMINAS,2024-05,30.0
PARAGOMINAS,2024-06,30.0
PARAGOMINAS,2024-07,36.0
PARAGOMINAS,2024-08,43.0
PARAGOMINAS,2024-09,22.0
PARAGOMINAS,2024-10,41.0
PARAGOMINAS,2024-11,27.0
PARAGOMINAS,2024-12,22.0
PARAGOMINAS,2025-01,21.0
PARAGOMINAS,2025-02,27.0
PARAGOMINAS,2025-03,3.0
PARAGOMINAS,2025-04,10.0
PARAGOMINAS,2025-05,24.0
PARAGOMINAS,2025-06,8.0
PARAGOMINAS,2025-07,25.0
PARAGOMINAS,2025-08,27.0
PARAGOMINAS,2025-09,25.0
PARAGOMINAS,2025-10,28.0
PARAGOMINAS,2025-11,8.0
PARAGOMINAS,2025-12,11.0
PARATY,2021-01,202.0
PARATY,2021-02,22.0
PARATY,2022-12,0.0
PARATY,2025-03,0.0
PARAUAPEBAS,2021-01,3566.0
PARAUAPEBAS,2021-02,4098.0
PARAUAPEBAS,2021-03,3297.0
PARAUAPEBAS,2021-04,2927.0
PARAUAPEBAS,2021-05,3341.0
PARAUAPEBAS,2021-06,3577.0
PARAUAPEBAS,2021-07,5573.0
PARAUAPEBAS,2021-08,4340.0
PARAUAPEBAS,2021-09,4655.0
PARAUAPEBAS,2021-10,4442.0
PARAUAPEBAS,2021-11,5378.0
PARAUAPEBAS,2021-12,6513.0
PARAUAPEBAS,2022-01,2770.0
PARAUAPEBAS,2022-02,4451.0
PARAUAPEBAS,2022-03,5223.0
PARAUAPEBAS,2022-04,5579.0
PARAUAPEBAS,2022-05,5672.0
PARAUAPEBAS,2022-06,5673.0
PARAUAPEBAS,2022-07,6356.0
PARAUAPEBAS,2022-08,5171.0
PARAUAPEBAS,2022-09,5349.0
PARAUAPEBAS,2022-10,5533.0
PARAUAPEBAS,2022-11,4765.0
PARAUAPEBAS,2022-12,5597.0
PARAUAPEBAS,2023-01,3627.0
PARAUAPEBAS,2023-02,3891.0
PARAUAPEBAS,2023-03,5031.0
PARAUAPEBAS,2023-04,5440.0
PARAUAPEBAS,2023-05,6682.0
PARAUAPEBAS,2023-06,6726.0
PARAUAPEBAS,2023-07,7658.0
PARAUAPEBAS,2023-08,7119.0
PARAUAPEBAS,2023-09,7024.0
PARAUAPEBAS,2023-10,7542.0
PARAUAPEBAS,2023-11,6862.0
PARAUAPEBAS,2023-12,8240.0
PARAUAPEBAS,2024-01,6761.0
PARAUAPEBAS,2024-02,6543.0
PARAUAPEBAS,2024-03,7686.0
PARAUAPEBAS,2024-04,7330.0
PARAUAPEBAS,2024-05,7562.0
PARAUAPEBAS,2024-06,7886.0
PARAUAPEBAS,2024-07,8724.0
PARAUAPEBAS,2024-08,8109.0
PARAUAPEBAS,2024-09,8200.0
PARAUAPEBAS,2024-10,8283.0
PARAUAPEBAS,2024-11,8112.0
PARAUAPEBAS,2024-12,9359.0
PARAUAPEBAS,2025-01,6987.0
PARAUAPEBAS,2025-02,7644.0
PARAUAPEBAS,2025-03,7593.0
PARAUAPEBAS,2025-04,8993.0
PARAUAPEBAS,2025-05,9182.0
PARAUAPEBAS,2025-06,8928.0
PARAUAPEBAS,2025-07,9479.0
PARAUAPEBAS,2025-08,9277.0
PARAUAPEBAS,2025-09,9076.0
PARAUAPEBAS,2025-10,9673.0
PARAUAPEBAS,2025-11,9164.0
PARAUAPEBAS,2025-12,12029.0
PARELHAS,2024-07,18.0
PARINTINS,2021-01,1183.0
PARINTINS,2021-02,969.0
PARINTINS,2021-03,905.0
PARINTINS,2021-04,907.0
PARINTINS,2021-05,1240.0
PARINTINS,2021-06,1350.0
PARINTINS,2021-07,1545.0
PARINTINS,2021-08,2569.0
PARINTINS,2021-09,2332.0
PARINTINS,2021-10,2468.0
PARINTINS,2021-11,2562.0
PARINTINS,2021-12,2515.0
PARINTINS,2022-01,2199.0
PARINTINS,2022-02,1780.0
PARINTINS,2022-03,2219.0
PARINTINS,2022-04,1680.0
PARINTINS,2022-05,2501.0
PARINTINS,2022-06,5307.0
PARINTINS,2022-07,2697.0
PARINTINS,2022-08,2342.0
PARINTINS,2022-09,1840.0
PARINTINS,2022-10,1628.0
PARINTINS,2022-11,1576.0
PARINTINS,2022-12,1981.0
PARINTINS,2023-01,2222.0
PARINTINS,2023-02,1365.0
PARINTINS,2023-03,1687.0
PARINTINS,2023-04,1513.0
PARINTINS,2023-05,1544.0
PARINTINS,2023-06,1451.0
PARINTINS,2023-07,5000.0
PARINTINS,2023-08,1220.0
PARINTINS,2023-09,819.0
PARINTINS,2023-10,1403.0
PARINTINS,2023-11,882.0
PARINTINS,2023-12,1069.0
PARINTINS,2024-01,1230.0
PARINTINS,2024-02,1060.0
PARINTINS,2024-03,1029.0
PARINTINS,2024-04,1056.0
PARINTINS,2024-05,1544.0
PARINTINS,2024-06,4331.0
PARINTINS,2024-07,4859.0
PARINTINS,2024-08,1138.0
PARINTINS,2024-09,1130.0
PARINTINS,2024-10,1548.0
PARINTINS,2024-11,1459.0
PARINTINS,2024-12,1159.0
PARINTINS,2025-01,759.0
PARINTINS,2025-02,654.0
PARINTINS,2025-03,850.0
PARINTINS,2025-04,797.0
PARINTINS,2025-05,1105.0
PARINTINS,2025-06,4439.0
PARINTINS,2025-07,1647.0
PARINTINS,2025-08,1088.0
PARINTINS,2025-09,911.0
PARINTINS,2025-10,1005.0
PARINTINS,2025-11,852.0
PARINTINS,2025-12,869.0
PARNAMIRIM,2021-09,3033.0
PARNAMIRIM,2021-11,4163.0
PARNAMIRIM,2021-12,1270.0
PARNAMIRIM,2024-02,0.0
PARNAÍBA,2021-01,1350.0
PARNAÍBA,2021-02,902.0
PARNAÍBA,2021-03,786.0
PARNAÍBA,2021-04,588.0
PARNAÍBA,2021-05,749.0
PARNAÍBA,2021-06,837.0
PARNAÍBA,2021-07,1114.0
PARNAÍBA,2021-08,1120.0
PARNAÍBA,2021-09,1135.0
PARNAÍBA,2021-10,1050.0
PARNAÍBA,2021-11,921.0
PARNAÍBA,2021-12,1337.0
PARNAÍBA,2022-01,2161.0
PARNAÍBA,2022-02,1393.0
PARNAÍBA,2022-03,1246.0
PARNAÍBA,2022-04,1015.0
PARNAÍBA,2022-05,1186.0
PARNAÍBA,2022-06,1092.0
PARNAÍBA,2022-07,1483.0
PARNAÍBA,2022-08,1402.0
PARNAÍBA,2022-09,1086.0
PARNAÍBA,2022-10,990.0
PARNAÍBA,2022-11,877.0
PARNAÍBA,2022-12,851.0
PARNAÍBA,2023-01,1269.0
PARNAÍBA,2023-02,815.0
PARNAÍBA,2023-03,605.0
PARNAÍBA,2023-04,470.0
PARNAÍBA,2023-05,430.0
PARNAÍBA,2023-06,314.0
PARNAÍBA,2023-07,412.0
PARNAÍBA,2023-08,440.0
PARNAÍBA,2023-09,253.0
PARNAÍBA,2023-10,253.0
PARNAÍBA,2023-11,243.0
PARNAÍBA,2023-12,332.0
PARNAÍBA,2024-01,507.0
PARNAÍBA,2024-02,326.0
PARNAÍBA,2024-03,248.0
PARNAÍBA,2024-04,255.0
PARNAÍBA,2024-05,279.0
PARNAÍBA,2024-06,349.0
PARNAÍBA,2024-07,695.0
PARNAÍBA,2024-08,374.0
PARNAÍBA,2024-09,263.0
PARNAÍBA,2024-10,284.0
PARNAÍBA,2024-11,240.0
PARNAÍBA,2024-12,232.0
PARNAÍBA,2025-01,438.0
PARNAÍBA,2025-02,317.0
PARNAÍBA,2025-03,111.0
PARNAÍBA,2025-09,480.0
PARNAÍBA,2025-10,924.0
PARNAÍBA,2025-11,957.0
PARNAÍBA,2025-12,700.0
PASSO FUNDO,2021-01,1164.0
PASSO FUNDO,2022-04,383.0
PASSO FUNDO,2022-05,2455.0
PASSO FUNDO,2022-06,1918.0
PASSO FUNDO,2022-07,5472.0
PASSO FUNDO,2022-08,5661.0
PASSO FUNDO,2022-09,5701.0
PASSO FUNDO,2022-10,5510.0
PASSO FUNDO,2022-11,5752.0
PASSO FUNDO,2022-12,6877.0
PASSO FUNDO,2023-01,8677.0
PASSO FUNDO,2023-02,6625.0
PASSO FUNDO,2023-03,6819.0
PASSO FUNDO,2023-04,9743.0
PASSO FUNDO,2023-05,11779.0
PASSO FUNDO,2023-06,9978.0
PASSO FUNDO,2023-07,11636.0
PASSO FUNDO,2023-08,12173.0
PASSO FUNDO,2023-09,9892.0
PASSO FUNDO,2023-10,10467.0
PASSO FUNDO,2023-11,10174.0
PASSO FUNDO,2023-12,10084.0
PASSO FUNDO,2024-01,10514.0
PASSO FUNDO,2024-02,8356.0
PASSO FUNDO,2024-03,10016.0
PASSO FUNDO,2024-04,9185.0
PASSO FUNDO,2024-05,11930.0
PASSO FUNDO,2024-06,13436.0
PASSO FUNDO,2024-07,13197.0
PASSO FUNDO,2024-08,13876.0
PASSO FUNDO,2024-09,13856.0
PASSO FUNDO,2024-10,13321.0
PASSO FUNDO,2024-11,11668.0
PASSO FUNDO,2024-12,10852.0
PASSO FUNDO,2025-01,10914.0
PASSO FUNDO,2025-02,9593.0
PASSO FUNDO,2025-03,9856.0
PASSO FUNDO,2025-04,9796.0
PASSO FUNDO,2025-05,9527.0
PASSO FUNDO,2025-06,8562.0
PASSO FUNDO,2025-07,10509.0
PASSO FUNDO,2025-08,10380.0
PASSO FUNDO,2025-09,10180.0
PASSO FUNDO,2025-10,10385.0
PASSO FUNDO,2025-11,10137.0
PASSO FUNDO,2025-12,9988.0
PASSOS,2021-07,4.0
PATO BRANCO,2021-09,5.0
PATO BRANCO,2021-10,42.0
PATO BRANCO,2021-11,11.0
PATO BRANCO,2021-12,135.0
PATO BRANCO,2022-01,538.0
PATO BRANCO,2022-02,547.0
PATO BRANCO,2022-03,568.0
PATO BRANCO,2022-04,837.0
PATO BRANCO,2022-05,1306.0
PATO BRANCO,2022-06,934.0
PATO BRANCO,2022-07,1042.0
PATO BRANCO,2022-08,1278.0
PATO BRANCO,2022-09,1010.0
PATO BRANCO,2022-10,885.0
PATO BRANCO,2022-11,1018.0
PATO BRANCO,2022-12,713.0
PATO BRANCO,2023-01,729.0
PATO BRANCO,2023-02,680.0
PATO BRANCO,2023-03,1202.0
PATO BRANCO,2023-04,1127.0
PATO BRANCO,2023-05,1529.0
PATO BRANCO,2023-06,1181.0
PATO BRANCO,2023-07,1296.0
PATO BRANCO,2023-08,1458.0
PATO BRANCO,2023-09,1176.0
PATO BRANCO,2023-10,972.0
PATO BRANCO,2023-11,603.0
PATO BRANCO,2023-12,925.0
PATO BRANCO,2024-01,936.0
PATO BRANCO,2024-02,1092.0
PATO BRANCO,2024-03,1310.0
PATO BRANCO,2024-04,1262.0
PATO BRANCO,2024-05,666.0
PATO BRANCO,2024-06,545.0
PATO BRANCO,2024-07,953.0
PATO BRANCO,2024-08,1026.0
PATO BRANCO,2024-09,1398.0
PATO BRANCO,2024-10,1904.0
PATO BRANCO,2024-11,1900.0
PATO BRANCO,2024-12,1454.0
PATO BRANCO,2025-01,1211.0
PATO BRANCO,2025-02,1425.0
PATO BRANCO,2025-03,1440.0
PATO BRANCO,2025-04,1473.0
PATO BRANCO,2025-05,1425.0
PATO BRANCO,2025-06,1377.0
PATO BRANCO,2025-07,1585.0
PATO BRANCO,2025-08,1551.0
PATO BRANCO,2025-09,1489.0
PATO BRANCO,2025-10,1492.0
PATO BRANCO,2025-11,1348.0
PATO BRANCO,2025-12,1342.0
PATOS,2021-08,101.0
PATOS,2021-09,127.0
PATOS,2021-10,146.0
PATOS,2021-11,120.0
PATOS,2021-12,172.0
PATOS,2022-01,218.0
PATOS,2022-02,131.0
PATOS,2022-03,137.0
PATOS,2022-04,137.0
PATOS,2022-05,71.0
PATOS,2022-06,33.0
PATOS,2022-07,75.0
PATOS,2022-08,77.0
PATOS,2022-09,81.0
PATOS,2022-10,65.0
PATOS,2022-11,15.0
PATOS,2022-12,74.0
PATOS,2023-01,57.0
PATOS,2023-02,43.0
PATOS,2023-03,66.0
PATOS,2023-04,58.0
PATOS,2023-05,56.0
PATOS,2023-06,75.0
PATOS,2023-07,108.0
PATOS,2023-08,91.0
PATOS,2023-09,67.0
PATOS,2023-10,84.0
PATOS,2023-11,81.0
PATOS,2023-12,52.0
PATOS,2024-01,80.0
PATOS,2024-02,43.0
PATOS,2024-03,53.0
PATOS,2024-04,76.0
PATOS,2024-05,88.0
PATOS,2024-06,143.0
PATOS,2024-07,216.0
PATOS,2024-08,50.0
PATOS,2025-03,56.0
PATOS,2025-04,105.0
PATOS,2025-05,66.0
PATOS,2025-06,30.0
PATOS,2025-07,56.0
PATOS,2025-08,22.0
PATOS,2025-09,53.0
PATOS,2025-10,61.0
PATOS,2025-11,62.0
PATOS,2025-12,34.0
PATOS DE MINAS,2022-12,40.0
PATOS DE MINAS,2023-01,36.0
PATOS DE MINAS,2023-02,38.0
PATOS DE MINAS,2023-03,61.0
PATOS DE MINAS,2023-04,42.0
PATOS DE MINAS,2023-05,49.0
PATOS DE MINAS,2023-06,32.0
PATOS DE MINAS,2023-07,31.0
PATOS DE MINAS,2023-08,23.0
PATOS DE MINAS,2023-09,49.0
PATOS DE MINAS,2023-10,49.0
PATOS DE MINAS,2023-11,60.0
PATOS DE MINAS,2023-12,352.0
PATOS DE MINAS,2024-01,424.0
PATOS DE MINAS,2024-02,244.0
PATOS DE MINAS,2024-03,257.0
PATOS DE MINAS,2024-04,261.0
PATOS DE MINAS,2024-05,191.0
PATOS DE MINAS,2024-06,212.0
PATOS DE MINAS,2024-07,539.0
PATOS DE MINAS,2024-08,684.0
PATOS DE MINAS,2024-09,652.0
PATOS DE MINAS,2024-10,614.0
PATOS DE MINAS,2024-11,757.0
PATOS DE MINAS,2024-12,798.0
PATOS DE MINAS,2025-01,791.0
PATOS DE MINAS,2025-02,679.0
PATOS DE MINAS,2025-03,685.0
PATOS DE MINAS,2025-04,563.0
PATOS DE MINAS,2025-05,676.0
PATOS DE MINAS,2025-06,521.0
PATOS DE MINAS,2025-07,506.0
PATOS DE MINAS,2025-08,609.0
PATOS DE MINAS,2025-09,636.0
PATOS DE MINAS,2025-10,71.0
PATOS DE MINAS,2025-11,70.0
PATOS DE MINAS,2025-12,79.0
PAULO AFONSO,2022-11,88.0
PAULO AFONSO,2022-12,582.0
PAULO AFONSO,2023-01,937.0
PAULO AFONSO,2023-02,643.0
PAULO AFONSO,2023-03,505.0
PAULO AFONSO,2023-04,642.0
PAULO AFONSO,2023-05,795.0
PAULO AFONSO,2023-06,747.0
PAULO AFONSO,2023-07,964.0
PAULO AFONSO,2023-08,906.0
PAULO AFONSO,2023-09,736.0
PAULO AFONSO,2023-10,736.0
PAULO AFONSO,2023-11,745.0
PAULO AFONSO,2023-12,614.0
PAULO AFONSO,2024-01,1230.0
PAULO AFONSO,2024-02,792.0
PAULO AFONSO,2024-03,614.0
PAULO AFONSO,2024-04,404.0
PAULO AFONSO,2024-05,529.0
PAULO AFONSO,2024-06,348.0
PELOTAS,2021-01,779.0
PELOTAS,2021-02,746.0
PELOTAS,2021-03,486.0
PELOTAS,2021-04,367.0
PELOTAS,2021-05,369.0
PELOTAS,2021-06,521.0
PELOTAS,2021-07,757.0
PELOTAS,2021-08,1171.0
PELOTAS,2021-09,1455.0
PELOTAS,2021-10,1688.0
PELOTAS,2021-11,1547.0
PELOTAS,2021-12,2194.0
PELOTAS,2022-01,2581.0
PELOTAS,2022-02,2031.0
PELOTAS,2022-03,3046.0
PELOTAS,2022-04,2427.0
PELOTAS,2022-05,2702.0
PELOTAS,2022-06,2889.0
PELOTAS,2022-07,2089.0
PELOTAS,2022-08,2467.0
PELOTAS,2022-09,2514.0
PELOTAS,2022-10,2526.0
PELOTAS,2022-11,2437.0
PELOTAS,2022-12,3258.0
PELOTAS,2023-01,3206.0
PELOTAS,2023-02,2154.0
PELOTAS,2023-03,2248.0
PELOTAS,2023-04,2312.0
PELOTAS,2023-05,2284.0
PELOTAS,2023-06,2274.0
PELOTAS,2023-07,2630.0
PELOTAS,2023-08,3409.0
PELOTAS,2023-09,3018.0
PELOTAS,2023-10,3804.0
PELOTAS,2023-11,3166.0
PELOTAS,2023-12,3568.0
PELOTAS,2024-01,3938.0
PELOTAS,2024-02,2647.0
PELOTAS,2024-03,3224.0
PELOTAS,2024-04,3496.0
PELOTAS,2024-05,2531.0
PELOTAS,2024-06,3968.0
PELOTAS,2024-07,3901.0
PELOTAS,2024-08,7016.0
PELOTAS,2024-09,7194.0
PELOTAS,2024-10,6242.0
PELOTAS,2024-11,3652.0
PELOTAS,2024-12,3770.0
PELOTAS,2025-01,4033.0
PELOTAS,2025-02,3802.0
PELOTAS,2025-03,3720.0
PELOTAS,2025-04,4077.0
PELOTAS,2025-05,4366.0
PELOTAS,2025-06,4315.0
PELOTAS,2025-07,4853.0
PELOTAS,2025-08,3498.0
PELOTAS,2025-09,3314.0
PELOTAS,2025-10,3612.0
PELOTAS,2025-11,3092.0
PELOTAS,2025-12,3206.0
PETROLINA,2021-01,15555.0
PETROLINA,2021-02,11432.0
PETROLINA,2021-03,6976.0
PETROLINA,2021-04,6707.0
PETROLINA,2021-05,8224.0
PETROLINA,2021-06,9727.0
PETROLINA,2021-07,15090.0
PETROLINA,2021-08,13720.0
PETROLINA,2021-09,13088.0
PETROLINA,2021-10,14354.0
PETROLINA,2021-11,15537.0
PETROLINA,2021-12,17645.0
PETROLINA,2022-01,19056.0
PETROLINA,2022-02,14527.0
PETROLINA,2022-03,16637.0
PETROLINA,2022-04,14936.0
PETROLINA,2022-05,16846.0
PETROLINA,2022-06,15125.0
PETROLINA,2022-07,19652.0
PETROLINA,2022-08,19749.0
PETROLINA,2022-09,16390.0
PETROLINA,2022-10,16974.0
PETROLINA,2022-11,17442.0
PETROLINA,2022-12,20236.0
PETROLINA,2023-01,24743.0
PETROLINA,2023-02,16376.0
PETROLINA,2023-03,19127.0
PETROLINA,2023-04,20504.0
PETROLINA,2023-05,18923.0
PETROLINA,2023-06,17849.0
PETROLINA,2023-07,21918.0
PETROLINA,2023-08,22253.0
PETROLINA,2023-09,18952.0
PETROLINA,2023-10,18852.0
PETROLINA,2023-11,20076.0
PETROLINA,2023-12,24246.0
PETROLINA,2024-01,28917.0
PETROLINA,2024-02,23858.0
PETROLINA,2024-03,18984.0
PETROLINA,2024-04,19512.0
PETROLINA,2024-05,19124.0
PETROLINA,2024-06,19069.0
PETROLINA,2024-07,27841.0
PETROLINA,2024-08,22392.0
PETROLINA,2024-09,18927.0
PETROLINA,2024-10,20385.0
PETROLINA,2024-11,19394.0
PETROLINA,2024-12,21333.0
PETROLINA,2025-01,22713.0
PETROLINA,2025-02,18592.0
PETROLINA,2025-03,17396.0
PETROLINA,2025-04,18479.0
PETROLINA,2025-05,19232.0
PETROLINA,2025-06,16948.0
PETROLINA,2025-07,20010.0
PETROLINA,2025-08,19696.0
PETROLINA,2025-09,18363.0
PETROLINA,2025-10,20681.0
PETROLINA,2025-11,22114.0
PETROLINA,2025-12,24096.0
PIRASSUNUNGA,2023-09,0.0
PONTA GROSSA,2021-01,279.0
PONTA GROSSA,2021-02,167.0
PONTA GROSSA,2021-03,20.0
PONTA GROSSA,2021-12,336.0
PONTA GROSSA,2022-01,590.0
PONTA GROSSA,2022-02,568.0
PONTA GROSSA,2022-03,974.0
PONTA GROSSA,2022-04,990.0
PONTA GROSSA,2022-05,1464.0
PONTA GROSSA,2022-06,885.0
PONTA GROSSA,2022-07,919.0
PONTA GROSSA,2022-08,1121.0
PONTA GROSSA,2022-09,1016.0
PONTA GROSSA,2022-10,993.0
PONTA GROSSA,2022-11,822.0
PONTA GROSSA,2022-12,912.0
PONTA GROSSA,2023-01,632.0
PONTA GROSSA,2023-02,658.0
PONTA GROSSA,2023-03,953.0
PONTA GROSSA,2023-04,850.0
PONTA GROSSA,2023-05,1071.0
PONTA GROSSA,2023-06,866.0
PONTA GROSSA,2023-07,1002.0
PONTA GROSSA,2023-08,1004.0
PONTA GROSSA,2023-09,1029.0
PONTA GROSSA,2023-10,992.0
PONTA GROSSA,2023-11,929.0
PONTA GROSSA,2023-12,825.0
PONTA GROSSA,2024-01,621.0
PONTA GROSSA,2024-02,720.0
PONTA GROSSA,2024-03,1074.0
PONTA GROSSA,2024-04,653.0
PONTA GROSSA,2024-05,789.0
PONTA GROSSA,2024-06,503.0
PONTA GROSSA,2024-07,887.0
PONTA GROSSA,2024-08,805.0
PONTA GROSSA,2024-09,393.0
PONTA GROSSA,2024-10,467.0
PONTA GROSSA,2024-11,433.0
PONTA GROSSA,2024-12,551.0
PONTA GROSSA,2025-01,341.0
PONTA GROSSA,2025-02,301.0
PONTA GROSSA,2025-03,235.0
PONTA PORÃ,2022-01,98.0
PONTA PORÃ,2022-02,1132.0
PONTA PORÃ,2022-03,1429.0
PONTA PORÃ,2022-04,1998.0
PONTA PORÃ,2022-05,2716.0
PONTA PORÃ,2022-06,2134.0
PONTA PORÃ,2022-07,3383.0
PONTA PORÃ,2022-08,2545.0
PONTA PORÃ,2022-09,2507.0
PONTA PORÃ,2022-10,3071.0
PONTA PORÃ,2022-11,2902.0
PONTA PORÃ,2022-12,2964.0
PONTA PORÃ,2023-01,3446.0
PONTA PORÃ,2023-02,2617.0
PONTA PORÃ,2023-03,3151.0
PONTA PORÃ,2023-04,3335.0
PONTA PORÃ,2023-05,3320.0
PONTA PORÃ,2023-06,2231.0
PONTA PORÃ,2023-07,3085.0
PONTA PORÃ,2023-08,2687.0
